order_id,user_id,order_number,order_date,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,department_id,department,product_name
1378095,73110,1,6,10,0,30,2,0,6,international,"latino foods"
2888120,101952,2,1,6,8,52,1,0,1,frozen,"frozen breakfast"
2888120,101952,2,1,6,8,123,2,0,4,produce,"packaged vegetables fruits"
2888120,101952,2,1,6,8,16,3,0,4,produce,"fresh herbs"
2888120,101952,2,1,6,8,83,4,0,4,produce,"fresh vegetables"
2888120,101952,2,1,6,8,112,5,0,3,bakery,bread
2888120,101952,2,1,6,8,83,6,0,4,produce,"fresh vegetables"
2888120,101952,2,1,6,8,21,7,0,16,"dairy eggs","packaged cheese"
2888120,101952,2,1,6,8,130,8,0,14,breakfast,"hot cereal pancake mixes"
2888120,101952,2,1,6,8,104,9,0,13,pantry,"spices seasonings"
763857,195070,1,5,2,0,69,1,0,15,"canned goods","soup broth bouillon"
763857,195070,1,5,2,0,83,2,0,4,produce,"fresh vegetables"
763857,195070,1,5,2,0,53,3,0,16,"dairy eggs",cream
763857,195070,1,5,2,0,63,4,0,9,"dry goods pasta","grains rice dried goods"
763857,195070,1,5,2,0,58,5,0,1,frozen,"frozen breads doughs"
763857,195070,1,5,2,0,112,6,0,3,bakery,bread
763857,195070,1,5,2,0,83,7,0,4,produce,"fresh vegetables"
763857,195070,1,5,2,0,108,8,0,16,"dairy eggs","other creams cheeses"
2528322,25357,2,1,18,10,86,1,1,16,"dairy eggs",eggs
2528322,25357,2,1,18,10,24,2,1,4,produce,"fresh fruits"
2528322,25357,2,1,18,10,24,3,1,4,produce,"fresh fruits"
2528322,25357,2,1,18,10,84,4,0,16,"dairy eggs",milk
2528322,25357,2,1,18,10,81,5,0,15,"canned goods","canned jarred vegetables"
2528322,25357,2,1,18,10,83,6,0,4,produce,"fresh vegetables"
2528322,25357,2,1,18,10,83,7,0,4,produce,"fresh vegetables"
2528322,25357,2,1,18,10,83,8,0,4,produce,"fresh vegetables"
2528322,25357,2,1,18,10,106,9,0,12,"meat seafood","hot dogs bacon sausage"
2050462,150253,2,3,9,30,98,1,1,7,beverages,"juice nectars"
2951748,110440,11,1,12,9,120,1,1,16,"dairy eggs",yogurt
2951748,110440,11,1,12,9,83,2,1,4,produce,"fresh vegetables"
2951748,110440,11,1,12,9,123,3,1,4,produce,"packaged vegetables fruits"
248073,101518,8,1,9,4,54,1,1,17,household,"paper goods"
248073,101518,8,1,9,4,115,2,0,7,beverages,"water seltzer sparkling water"
248073,101518,8,1,9,4,77,3,1,7,beverages,"soft drinks"
248073,101518,8,1,9,4,23,4,1,19,snacks,"popcorn jerky"
2675812,146767,6,2,13,15,32,1,1,4,produce,"packaged produce"
2675812,146767,6,2,13,15,24,2,0,4,produce,"fresh fruits"
1750132,57626,13,0,10,12,100,1,1,21,missing,missing
1750132,57626,13,0,10,12,91,2,1,16,"dairy eggs","soy lactosefree"
1750132,57626,13,0,10,12,52,3,1,1,frozen,"frozen breakfast"
1750132,57626,13,0,10,12,53,4,1,16,"dairy eggs",cream
1244093,104159,4,5,14,30,57,1,0,14,breakfast,granola
1244093,104159,4,5,14,30,37,2,0,1,frozen,"ice cream ice"
1244093,104159,4,5,14,30,121,3,0,14,breakfast,cereal
1244093,104159,4,5,14,30,121,4,0,14,breakfast,cereal
1244093,104159,4,5,14,30,24,5,1,4,produce,"fresh fruits"
1244093,104159,4,5,14,30,77,6,0,7,beverages,"soft drinks"
1244093,104159,4,5,14,30,77,7,0,7,beverages,"soft drinks"
1244093,104159,4,5,14,30,123,8,0,4,produce,"packaged vegetables fruits"
1244093,104159,4,5,14,30,129,9,0,1,frozen,"frozen appetizers sides"
1244093,104159,4,5,14,30,52,10,0,1,frozen,"frozen breakfast"
1244093,104159,4,5,14,30,86,11,1,16,"dairy eggs",eggs
1982476,174695,6,1,11,30,77,1,1,7,beverages,"soft drinks"
1982476,174695,6,1,11,30,3,2,1,19,snacks,"energy granola bars"
1982476,174695,6,1,11,30,23,3,0,19,snacks,"popcorn jerky"
2392745,124898,5,6,16,30,115,1,0,7,beverages,"water seltzer sparkling water"
2392745,124898,5,6,16,30,24,2,0,4,produce,"fresh fruits"
2392745,124898,5,6,16,30,24,3,0,4,produce,"fresh fruits"
2392745,124898,5,6,16,30,123,4,0,4,produce,"packaged vegetables fruits"
998034,169841,3,6,13,30,116,1,0,1,frozen,"frozen produce"
998034,169841,3,6,13,30,107,2,0,19,snacks,"chips pretzels"
998034,169841,3,6,13,30,67,3,0,20,deli,"fresh dips tapenades"
998034,169841,3,6,13,30,130,4,0,14,breakfast,"hot cereal pancake mixes"
998034,169841,3,6,13,30,50,5,0,19,snacks,"fruit vegetable snacks"
998034,169841,3,6,13,30,123,6,0,4,produce,"packaged vegetables fruits"
998034,169841,3,6,13,30,128,7,0,3,bakery,"tortillas flat bread"
998034,169841,3,6,13,30,107,8,0,19,snacks,"chips pretzels"
998034,169841,3,6,13,30,23,9,1,19,snacks,"popcorn jerky"
998034,169841,3,6,13,30,72,10,1,13,pantry,condiments
998034,169841,3,6,13,30,24,11,1,4,produce,"fresh fruits"
998034,169841,3,6,13,30,24,12,1,4,produce,"fresh fruits"
998034,169841,3,6,13,30,21,13,1,16,"dairy eggs","packaged cheese"
998034,169841,3,6,13,30,120,14,1,16,"dairy eggs",yogurt
998034,169841,3,6,13,30,24,15,1,4,produce,"fresh fruits"
998034,169841,3,6,13,30,129,16,1,1,frozen,"frozen appetizers sides"
998034,169841,3,6,13,30,67,17,1,20,deli,"fresh dips tapenades"
998034,169841,3,6,13,30,51,18,1,13,pantry,"preserved dips spreads"
998034,169841,3,6,13,30,24,19,1,4,produce,"fresh fruits"
998034,169841,3,6,13,30,98,20,1,7,beverages,"juice nectars"
998034,169841,3,6,13,30,21,21,1,16,"dairy eggs","packaged cheese"
998034,169841,3,6,13,30,120,22,1,16,"dairy eggs",yogurt
998034,169841,3,6,13,30,91,23,1,16,"dairy eggs","soy lactosefree"
998034,169841,3,6,13,30,116,24,1,1,frozen,"frozen produce"
998034,169841,3,6,13,30,96,25,1,20,deli,"lunch meat"
998034,169841,3,6,13,30,54,26,1,17,household,"paper goods"
998034,169841,3,6,13,30,96,27,1,20,deli,"lunch meat"
1846216,204174,3,6,13,6,24,1,0,4,produce,"fresh fruits"
1846216,204174,3,6,13,6,24,2,0,4,produce,"fresh fruits"
1846216,204174,3,6,13,6,24,3,1,4,produce,"fresh fruits"
1846216,204174,3,6,13,6,123,4,0,4,produce,"packaged vegetables fruits"
1846216,204174,3,6,13,6,31,5,0,7,beverages,refrigerated
1846216,204174,3,6,13,6,78,6,0,19,snacks,crackers
1846216,204174,3,6,13,6,91,7,1,16,"dairy eggs","soy lactosefree"
1846216,204174,3,6,13,6,91,8,0,16,"dairy eggs","soy lactosefree"
2456006,110954,8,6,19,25,21,1,0,16,"dairy eggs","packaged cheese"
2456006,110954,8,6,19,25,110,2,0,13,pantry,"pickled goods olives"
2456006,110954,8,6,19,25,83,3,1,4,produce,"fresh vegetables"
2456006,110954,8,6,19,25,59,4,0,15,"canned goods","canned meals beans"
2456006,110954,8,6,19,25,16,5,0,4,produce,"fresh herbs"
2456006,110954,8,6,19,25,128,6,0,3,bakery,"tortillas flat bread"
2456006,110954,8,6,19,25,14,7,0,20,deli,"tofu meat alternatives"
2456006,110954,8,6,19,25,43,8,1,3,bakery,"buns rolls"
2456006,110954,8,6,19,25,106,9,0,12,"meat seafood","hot dogs bacon sausage"
2456006,110954,8,6,19,25,115,10,0,7,beverages,"water seltzer sparkling water"
2456006,110954,8,6,19,25,115,11,1,7,beverages,"water seltzer sparkling water"
3256413,43314,10,5,14,14,112,1,1,3,bakery,bread
3256413,43314,10,5,14,14,58,2,1,1,frozen,"frozen breads doughs"
3256413,43314,10,5,14,14,86,3,1,16,"dairy eggs",eggs
3256413,43314,10,5,14,14,120,4,1,16,"dairy eggs",yogurt
3256413,43314,10,5,14,14,26,5,1,7,beverages,coffee
3256413,43314,10,5,14,14,115,6,1,7,beverages,"water seltzer sparkling water"
414169,88200,10,4,18,8,27,1,1,5,alcohol,"beers coolers"
414169,88200,10,4,18,8,107,2,1,19,snacks,"chips pretzels"
414169,88200,10,4,18,8,24,3,1,4,produce,"fresh fruits"
414169,88200,10,4,18,8,75,4,1,17,household,laundry
414169,88200,10,4,18,8,84,5,1,16,"dairy eggs",milk
414169,88200,10,4,18,8,27,6,1,5,alcohol,"beers coolers"
3210377,152247,6,2,16,30,37,1,0,1,frozen,"ice cream ice"
3210377,152247,6,2,16,30,37,2,1,1,frozen,"ice cream ice"
3210377,152247,6,2,16,30,66,3,1,6,international,"asian foods"
3210377,152247,6,2,16,30,121,4,1,14,breakfast,cereal
325441,47716,5,0,16,30,123,1,1,4,produce,"packaged vegetables fruits"
325441,47716,5,0,16,30,24,2,1,4,produce,"fresh fruits"
325441,47716,5,0,16,30,24,3,1,4,produce,"fresh fruits"
325441,47716,5,0,16,30,83,4,1,4,produce,"fresh vegetables"
325441,47716,5,0,16,30,24,5,0,4,produce,"fresh fruits"
325441,47716,5,0,16,30,123,6,0,4,produce,"packaged vegetables fruits"
325441,47716,5,0,16,30,91,7,0,16,"dairy eggs","soy lactosefree"
325441,47716,5,0,16,30,83,8,0,4,produce,"fresh vegetables"
325441,47716,5,0,16,30,123,9,0,4,produce,"packaged vegetables fruits"
325441,47716,5,0,16,30,83,10,0,4,produce,"fresh vegetables"
325441,47716,5,0,16,30,29,11,0,13,pantry,"honeys syrups nectars"
325441,47716,5,0,16,30,107,12,0,19,snacks,"chips pretzels"
325441,47716,5,0,16,30,34,13,0,1,frozen,"frozen meat seafood"
2236391,110030,3,4,15,11,38,1,1,1,frozen,"frozen meals"
2236391,110030,3,4,15,11,38,2,0,1,frozen,"frozen meals"
2236391,110030,3,4,15,11,38,3,0,1,frozen,"frozen meals"
2236391,110030,3,4,15,11,112,4,1,3,bakery,bread
2236391,110030,3,4,15,11,53,5,0,16,"dairy eggs",cream
2236391,110030,3,4,15,11,123,6,0,4,produce,"packaged vegetables fruits"
2236391,110030,3,4,15,11,54,7,0,17,household,"paper goods"
2236391,110030,3,4,15,11,37,8,0,1,frozen,"ice cream ice"
2236391,110030,3,4,15,11,51,9,0,13,pantry,"preserved dips spreads"
2236391,110030,3,4,15,11,107,10,0,19,snacks,"chips pretzels"
182548,196737,4,3,16,9,88,1,1,13,pantry,spreads
182548,196737,4,3,16,9,88,2,0,13,pantry,spreads
182548,196737,4,3,16,9,123,3,0,4,produce,"packaged vegetables fruits"
182548,196737,4,3,16,9,107,4,0,19,snacks,"chips pretzels"
182548,196737,4,3,16,9,24,5,1,4,produce,"fresh fruits"
182548,196737,4,3,16,9,24,6,1,4,produce,"fresh fruits"
182548,196737,4,3,16,9,23,7,0,19,snacks,"popcorn jerky"
182548,196737,4,3,16,9,21,8,0,16,"dairy eggs","packaged cheese"
182548,196737,4,3,16,9,116,9,0,1,frozen,"frozen produce"
182548,196737,4,3,16,9,52,10,1,1,frozen,"frozen breakfast"
2024596,109975,7,3,15,10,45,1,1,19,snacks,"candy chocolate"
2024596,109975,7,3,15,10,115,2,1,7,beverages,"water seltzer sparkling water"
2024596,109975,7,3,15,10,23,3,1,19,snacks,"popcorn jerky"
2024596,109975,7,3,15,10,24,4,1,4,produce,"fresh fruits"
2024596,109975,7,3,15,10,46,5,1,19,snacks,"mint gum"
2024596,109975,7,3,15,10,24,6,1,4,produce,"fresh fruits"
2024596,109975,7,3,15,10,37,7,0,1,frozen,"ice cream ice"
2024596,109975,7,3,15,10,123,8,1,4,produce,"packaged vegetables fruits"
2628620,148261,8,5,9,21,21,1,1,16,"dairy eggs","packaged cheese"
2628620,148261,8,5,9,21,107,2,0,19,snacks,"chips pretzels"
2628620,148261,8,5,9,21,77,3,1,7,beverages,"soft drinks"
2628620,148261,8,5,9,21,24,4,1,4,produce,"fresh fruits"
2628620,148261,8,5,9,21,24,5,0,4,produce,"fresh fruits"
3290897,17427,13,3,13,29,83,1,1,4,produce,"fresh vegetables"
3290897,17427,13,3,13,29,110,2,1,13,pantry,"pickled goods olives"
3290897,17427,13,3,13,29,81,3,1,15,"canned goods","canned jarred vegetables"
3290897,17427,13,3,13,29,83,4,1,4,produce,"fresh vegetables"
3290897,17427,13,3,13,29,106,5,1,12,"meat seafood","hot dogs bacon sausage"
3290897,17427,13,3,13,29,66,6,1,6,international,"asian foods"
3290897,17427,13,3,13,29,54,7,0,17,household,"paper goods"
3290897,17427,13,3,13,29,54,8,0,17,household,"paper goods"
3290897,17427,13,3,13,29,54,9,0,17,household,"paper goods"
3290897,17427,13,3,13,29,112,10,0,3,bakery,bread
3290897,17427,13,3,13,29,21,11,0,16,"dairy eggs","packaged cheese"
3290897,17427,13,3,13,29,21,12,1,16,"dairy eggs","packaged cheese"
3290897,17427,13,3,13,29,69,13,1,15,"canned goods","soup broth bouillon"
3290897,17427,13,3,13,29,17,14,1,13,pantry,"baking ingredients"
3290897,17427,13,3,13,29,72,15,0,13,pantry,condiments
1553206,81321,3,5,13,30,54,1,0,17,household,"paper goods"
1553206,81321,3,5,13,30,115,2,1,7,beverages,"water seltzer sparkling water"
49056,14451,1,1,11,0,24,1,0,4,produce,"fresh fruits"
49056,14451,1,1,11,0,24,2,0,4,produce,"fresh fruits"
49056,14451,1,1,11,0,83,3,0,4,produce,"fresh vegetables"
49056,14451,1,1,11,0,123,4,0,4,produce,"packaged vegetables fruits"
49056,14451,1,1,11,0,83,5,0,4,produce,"fresh vegetables"
49056,14451,1,1,11,0,120,6,0,16,"dairy eggs",yogurt
49056,14451,1,1,11,0,36,7,0,16,"dairy eggs",butter
49056,14451,1,1,11,0,77,8,0,7,beverages,"soft drinks"
49056,14451,1,1,11,0,77,9,0,7,beverages,"soft drinks"
49056,14451,1,1,11,0,84,10,0,16,"dairy eggs",milk
1877585,117202,7,2,9,30,54,1,1,17,household,"paper goods"
1877585,117202,7,2,9,30,11,2,0,11,"personal care","cold flu allergy"
1877585,117202,7,2,9,30,91,3,1,16,"dairy eggs","soy lactosefree"
1877585,117202,7,2,9,30,106,4,1,12,"meat seafood","hot dogs bacon sausage"
1877585,117202,7,2,9,30,94,5,0,7,beverages,tea
3218836,158122,6,5,14,5,17,1,1,13,pantry,"baking ingredients"
3218836,158122,6,5,14,5,3,2,1,19,snacks,"energy granola bars"
3218836,158122,6,5,14,5,32,3,1,4,produce,"packaged produce"
3218836,158122,6,5,14,5,78,4,1,19,snacks,crackers
3218836,158122,6,5,14,5,3,5,1,19,snacks,"energy granola bars"
3218836,158122,6,5,14,5,3,6,1,19,snacks,"energy granola bars"
3218836,158122,6,5,14,5,120,7,1,16,"dairy eggs",yogurt
3218836,158122,6,5,14,5,123,8,1,4,produce,"packaged vegetables fruits"
3218836,158122,6,5,14,5,93,9,1,3,bakery,"breakfast bakery"
3218836,158122,6,5,14,5,120,10,0,16,"dairy eggs",yogurt
3218836,158122,6,5,14,5,24,11,0,4,produce,"fresh fruits"
3218836,158122,6,5,14,5,107,12,0,19,snacks,"chips pretzels"
3218836,158122,6,5,14,5,26,13,0,7,beverages,coffee
3218836,158122,6,5,14,5,84,14,0,16,"dairy eggs",milk
3218836,158122,6,5,14,5,91,15,0,16,"dairy eggs","soy lactosefree"
3218836,158122,6,5,14,5,96,16,0,20,deli,"lunch meat"
3218836,158122,6,5,14,5,96,17,0,20,deli,"lunch meat"
3218836,158122,6,5,14,5,14,18,1,20,deli,"tofu meat alternatives"
3218836,158122,6,5,14,5,125,19,1,19,snacks,"trail mix snack mix"
2505250,39256,28,1,9,3,107,1,0,19,snacks,"chips pretzels"
2505250,39256,28,1,9,3,50,2,1,19,snacks,"fruit vegetable snacks"
2505250,39256,28,1,9,3,45,3,1,19,snacks,"candy chocolate"
2505250,39256,28,1,9,3,121,4,1,14,breakfast,cereal
2505250,39256,28,1,9,3,24,5,1,4,produce,"fresh fruits"
2505250,39256,28,1,9,3,91,6,1,16,"dairy eggs","soy lactosefree"
2505250,39256,28,1,9,3,91,7,1,16,"dairy eggs","soy lactosefree"
2505250,39256,28,1,9,3,107,8,1,19,snacks,"chips pretzels"
2505250,39256,28,1,9,3,107,9,1,19,snacks,"chips pretzels"
2505250,39256,28,1,9,3,112,10,1,3,bakery,bread
463724,173294,2,0,8,7,24,1,0,4,produce,"fresh fruits"
3348541,106931,4,3,10,7,108,1,0,16,"dairy eggs","other creams cheeses"
3348541,106931,4,3,10,7,83,2,1,4,produce,"fresh vegetables"
3348541,106931,4,3,10,7,81,3,0,15,"canned goods","canned jarred vegetables"
3348541,106931,4,3,10,7,81,4,0,15,"canned goods","canned jarred vegetables"
3348541,106931,4,3,10,7,83,5,0,4,produce,"fresh vegetables"
3348541,106931,4,3,10,7,83,6,0,4,produce,"fresh vegetables"
3348541,106931,4,3,10,7,16,7,1,4,produce,"fresh herbs"
3348541,106931,4,3,10,7,21,8,0,16,"dairy eggs","packaged cheese"
3348541,106931,4,3,10,7,88,9,0,13,pantry,spreads
3348541,106931,4,3,10,7,117,10,0,19,snacks,"nuts seeds dried fruit"
401801,120574,4,3,20,14,53,1,0,16,"dairy eggs",cream
401801,120574,4,3,20,14,91,2,0,16,"dairy eggs","soy lactosefree"
401801,120574,4,3,20,14,67,3,0,20,deli,"fresh dips tapenades"
401801,120574,4,3,20,14,36,4,0,16,"dairy eggs",butter
1990346,176433,4,1,21,6,34,1,1,1,frozen,"frozen meat seafood"
1990346,176433,4,1,21,6,21,2,1,16,"dairy eggs","packaged cheese"
1990346,176433,4,1,21,6,84,3,1,16,"dairy eggs",milk
2344642,172848,4,6,19,30,110,1,0,13,pantry,"pickled goods olives"
2344642,172848,4,6,19,30,52,2,1,1,frozen,"frozen breakfast"
2344642,172848,4,6,19,30,126,3,0,11,"personal care","feminine care"
2344642,172848,4,6,19,30,91,4,0,16,"dairy eggs","soy lactosefree"
2344642,172848,4,6,19,30,48,5,0,14,breakfast,"breakfast bars pastries"
2344642,172848,4,6,19,30,78,6,0,19,snacks,crackers
877630,24898,6,5,12,4,107,1,1,19,snacks,"chips pretzels"
877630,24898,6,5,12,4,115,2,1,7,beverages,"water seltzer sparkling water"
1439143,151453,2,1,7,13,63,1,1,9,"dry goods pasta","grains rice dried goods"
1439143,151453,2,1,7,13,66,2,1,6,international,"asian foods"
1439143,151453,2,1,7,13,54,3,1,17,household,"paper goods"
1439143,151453,2,1,7,13,45,4,1,19,snacks,"candy chocolate"
1439143,151453,2,1,7,13,66,5,0,6,international,"asian foods"
1439143,151453,2,1,7,13,45,6,0,19,snacks,"candy chocolate"
1439143,151453,2,1,7,13,37,7,1,1,frozen,"ice cream ice"
1439143,151453,2,1,7,13,8,8,1,3,bakery,"bakery desserts"
1439143,151453,2,1,7,13,24,9,0,4,produce,"fresh fruits"
1439143,151453,2,1,7,13,107,10,0,19,snacks,"chips pretzels"
1439143,151453,2,1,7,13,84,11,1,16,"dairy eggs",milk
1439143,151453,2,1,7,13,31,12,0,7,beverages,refrigerated
1439143,151453,2,1,7,13,123,13,1,4,produce,"packaged vegetables fruits"
1439143,151453,2,1,7,13,31,14,0,7,beverages,refrigerated
1439143,151453,2,1,7,13,91,15,0,16,"dairy eggs","soy lactosefree"
1439143,151453,2,1,7,13,121,16,0,14,breakfast,cereal
1439143,151453,2,1,7,13,115,17,0,7,beverages,"water seltzer sparkling water"
1439143,151453,2,1,7,13,24,18,0,4,produce,"fresh fruits"
1439143,151453,2,1,7,13,31,19,0,7,beverages,refrigerated
1439143,151453,2,1,7,13,89,20,0,13,pantry,"salad dressing toppings"
1439143,151453,2,1,7,13,21,21,0,16,"dairy eggs","packaged cheese"
1439143,151453,2,1,7,13,96,22,0,20,deli,"lunch meat"
698191,164990,25,0,19,5,94,1,1,7,beverages,tea
698191,164990,25,0,19,5,24,2,1,4,produce,"fresh fruits"
698191,164990,25,0,19,5,81,3,1,15,"canned goods","canned jarred vegetables"
698191,164990,25,0,19,5,107,4,1,19,snacks,"chips pretzels"
698191,164990,25,0,19,5,94,5,1,7,beverages,tea
698191,164990,25,0,19,5,83,6,1,4,produce,"fresh vegetables"
3178821,205600,14,0,15,7,84,1,1,16,"dairy eggs",milk
3178821,205600,14,0,15,7,112,2,1,3,bakery,bread
3178821,205600,14,0,15,7,24,3,1,4,produce,"fresh fruits"
3178821,205600,14,0,15,7,24,4,1,4,produce,"fresh fruits"
3178821,205600,14,0,15,7,96,5,1,20,deli,"lunch meat"
3178821,205600,14,0,15,7,83,6,1,4,produce,"fresh vegetables"
3178821,205600,14,0,15,7,120,7,1,16,"dairy eggs",yogurt
3178821,205600,14,0,15,7,86,8,1,16,"dairy eggs",eggs
3178821,205600,14,0,15,7,123,9,1,4,produce,"packaged vegetables fruits"
3178821,205600,14,0,15,7,83,10,1,4,produce,"fresh vegetables"
3178821,205600,14,0,15,7,78,11,1,19,snacks,crackers
3178821,205600,14,0,15,7,81,12,1,15,"canned goods","canned jarred vegetables"
3178821,205600,14,0,15,7,21,13,1,16,"dairy eggs","packaged cheese"
3178821,205600,14,0,15,7,128,14,1,3,bakery,"tortillas flat bread"
3178821,205600,14,0,15,7,104,15,0,13,pantry,"spices seasonings"
3178821,205600,14,0,15,7,78,16,0,19,snacks,crackers
3178821,205600,14,0,15,7,17,17,0,13,pantry,"baking ingredients"
3178821,205600,14,0,15,7,72,18,0,13,pantry,condiments
3178821,205600,14,0,15,7,88,19,0,13,pantry,spreads
3178821,205600,14,0,15,7,120,20,0,16,"dairy eggs",yogurt
3377275,80996,5,2,16,18,77,1,1,7,beverages,"soft drinks"
3377275,80996,5,2,16,18,115,2,1,7,beverages,"water seltzer sparkling water"
3377275,80996,5,2,16,18,37,3,1,1,frozen,"ice cream ice"
3377275,80996,5,2,16,18,44,4,0,11,"personal care","eye ear care"
3377275,80996,5,2,16,18,85,5,0,17,household,"food storage"
3377275,80996,5,2,16,18,54,6,1,17,household,"paper goods"
266847,107293,13,2,16,14,24,1,1,4,produce,"fresh fruits"
266847,107293,13,2,16,14,123,2,1,4,produce,"packaged vegetables fruits"
266847,107293,13,2,16,14,83,3,1,4,produce,"fresh vegetables"
266847,107293,13,2,16,14,123,4,1,4,produce,"packaged vegetables fruits"
266847,107293,13,2,16,14,83,5,1,4,produce,"fresh vegetables"
266847,107293,13,2,16,14,83,6,1,4,produce,"fresh vegetables"
266847,107293,13,2,16,14,24,7,1,4,produce,"fresh fruits"
266847,107293,13,2,16,14,112,8,0,3,bakery,bread
105698,164058,21,0,13,6,26,1,1,7,beverages,coffee
105698,164058,21,0,13,6,40,2,1,8,pets,"dog food care"
105698,164058,21,0,13,6,117,3,0,19,snacks,"nuts seeds dried fruit"
105698,164058,21,0,13,6,115,4,1,7,beverages,"water seltzer sparkling water"
105698,164058,21,0,13,6,104,5,0,13,pantry,"spices seasonings"
295820,55448,8,2,17,14,40,1,1,8,pets,"dog food care"
295820,55448,8,2,17,14,82,2,1,18,babies,"baby accessories"
1948583,171390,11,6,16,30,26,1,0,7,beverages,coffee
1948583,171390,11,6,16,30,21,2,1,16,"dairy eggs","packaged cheese"
1948583,171390,11,6,16,30,24,3,1,4,produce,"fresh fruits"
1948583,171390,11,6,16,30,53,4,1,16,"dairy eggs",cream
1948583,171390,11,6,16,30,79,5,0,1,frozen,"frozen pizza"
1948583,171390,11,6,16,30,79,6,0,1,frozen,"frozen pizza"
1948583,171390,11,6,16,30,112,7,1,3,bakery,bread
1948583,171390,11,6,16,30,79,8,1,1,frozen,"frozen pizza"
1948583,171390,11,6,16,30,69,9,0,15,"canned goods","soup broth bouillon"
1948583,171390,11,6,16,30,4,10,0,9,"dry goods pasta","instant foods"
1948583,171390,11,6,16,30,4,11,0,9,"dry goods pasta","instant foods"
1948583,171390,11,6,16,30,26,12,1,7,beverages,coffee
1948583,171390,11,6,16,30,79,13,0,1,frozen,"frozen pizza"
1948583,171390,11,6,16,30,37,14,1,1,frozen,"ice cream ice"
1948583,171390,11,6,16,30,37,15,1,1,frozen,"ice cream ice"
1948583,171390,11,6,16,30,38,16,0,1,frozen,"frozen meals"
1948583,171390,11,6,16,30,37,17,1,1,frozen,"ice cream ice"
1948583,171390,11,6,16,30,3,18,0,19,snacks,"energy granola bars"
1948583,171390,11,6,16,30,48,19,0,14,breakfast,"breakfast bars pastries"
1948583,171390,11,6,16,30,5,20,0,13,pantry,"marinades meat preparation"
1948583,171390,11,6,16,30,86,21,1,16,"dairy eggs",eggs
